key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
seer.api.use-shared-secret,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3111,,string,NEVER_DELETE,deprecation_note,,,tests/sentry/event_manager/test_severity.py
seer.code-review.excluded-pr-author-logins,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,682,,both,NEVER_DELETE,,,,src/sentry/seer/code_review/preflight.py; tests/sentry/seer/code_review/test_preflight.py
seer.explorer-index.rollout,static/candidate,Float,FLAG_MODIFIABLE_RATE | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1178,,none,SAFE_CANDIDATE,,,,
seer.explorer.context-engine-rollout,static/active,Float,FLAG_MODIFIABLE_RATE | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1184,,both,NEVER_DELETE,,,,src/sentry/seer/agent/client.py
seer.explorer_index.enable,static/candidate,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1166,,none,SAFE_CANDIDATE,,,,
seer.explorer_index.killswitch.enable,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1172,,both,NEVER_DELETE,,,,src/sentry/seer/agent/client.py; src/sentry/tasks/seer/explorer_index.py; tests/sentry/seer/agent/test_agent_client.py; tests/sentry/tasks/seer/test_explorer_index.py
seer.global-killswitch.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1014,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/utils.py; tests/sentry/grouping/seer_similarity/test_seer_eligibility.py
seer.max_num_autofix_autotriggered_per_hour,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,20,src/sentry/options/defaults.py,662,,both,NEVER_DELETE,,,,src/sentry/seer/autofix/utils.py; tests/sentry/autofix/test_utils.py
seer.max_num_scanner_autotriggered_per_ten_seconds,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,15,src/sentry/options/defaults.py,668,,both,NEVER_DELETE,,,,src/sentry/seer/autofix/utils.py; tests/sentry/autofix/test_utils.py
seer.night_shift.enable,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1190,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/night_shift/cron.py; tests/sentry/tasks/seer/test_night_shift.py
seer.night_shift.issues_per_org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,10,src/sentry/options/defaults.py,1196,,both,NEVER_DELETE,,,,bin/seer/trigger-night-shift; src/sentry/tasks/seer/night_shift/tweaks.py; static/gsApp/views/seerAutomation/components/projectDetails/nightShift.tsx; tests/sentry/seer/endpoints/test_project_seer_night_shift.py; tests/sentry/tasks/seer/night_shift/test_tweaks.py
seer.organizations.force-config-reminder,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,674,,both,NEVER_DELETE,,,,src/sentry/seer/endpoints/organization_seer_onboarding_check.py; tests/sentry/seer/endpoints/test_organization_seer_onboarding_check.py
seer.similarity-embeddings-delete-by-hash-killswitch.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1038,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/delete_seer_grouping_records.py
seer.similarity-embeddings-killswitch.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1032,,both,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
seer.similarity-killswitch.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1026,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/utils.py; tests/sentry/grouping/seer_similarity/test_seer_eligibility.py
seer.similarity.circuit-breaker-config,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,"{
        ""error_limit"": 33250",src/sentry/options/defaults.py,1105,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py; src/sentry/seer/similarity/similar_issues.py
seer.similarity.global-rate-limit,static/active,Dict,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"{""limit"": 20",src/sentry/options/defaults.py,1088,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py
seer.similarity.grouping-ingest-retries,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1050,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/similar_issues.py; tests/sentry/issues/endpoints/test_group_similar_issues_embeddings.py
seer.similarity.grouping-ingest-timeout,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,1,src/sentry/options/defaults.py,1056,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/similar_issues.py; tests/sentry/issues/endpoints/test_group_similar_issues_embeddings.py
seer.similarity.grouping_killswitch_projects,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1044,,string,NEVER_DELETE,,,,src/sentry/killswitches.py; src/sentry/seer/similarity/utils.py; tests/sentry/grouping/seer_similarity/test_seer_eligibility.py
seer.similarity.ingest.num_matches_to_request,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1,src/sentry/options/defaults.py,1116,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py; tests/sentry/grouping/seer_similarity/test_get_seer_similar_issues.py
seer.similarity.ingest.store_hybrid_fingerprint_non_matches,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,1125,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py
seer.similarity.max_token_count,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,7000,src/sentry/options/defaults.py,1151,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/utils.py; tests/sentry/grouping/seer_similarity/test_seer.py; tests/sentry/seer/similarity/test_utils.py
seer.similarity.metrics_sample_rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1135,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py; src/sentry/seer/similarity/grouping_records.py; src/sentry/seer/similarity/similar_issues.py; src/sentry/seer/similarity/utils.py; src/sentry/tasks/seer/delete_seer_grouping_records.py; tests/sentry/grouping/seer_similarity/test_get_seer_similar_issues.py; tests/sentry/grouping/seer_similarity/test_seer.py; tests/sentry/issues/endpoints/test_group_similar_issues_embeddings.py; tests/sentry/seer/similarity/test_similar_issues.py
seer.similarity.per-project-rate-limit,static/active,Dict,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"{""limit"": 5",src/sentry/options/defaults.py,1094,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/seer.py
seer.similarity.token_count_metrics_enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL,True,src/sentry/options/defaults.py,1143,,both,NEVER_DELETE,,,,src/sentry/seer/similarity/utils.py
seer.supergroups_backfill_lightweight.batch_size,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,40,src/sentry/options/defaults.py,1208,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/backfill_supergroups_lightweight.py; tests/sentry/tasks/seer/test_backfill_supergroups_lightweight.py
seer.supergroups_backfill_lightweight.inter_batch_delay_s,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,5,src/sentry/options/defaults.py,1214,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/backfill_supergroups_lightweight.py
seer.supergroups_backfill_lightweight.killswitch,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1202,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/backfill_supergroups_lightweight.py; tests/sentry/tasks/seer/test_backfill_supergroups_lightweight.py
seer.supergroups_backfill_lightweight.max_failures_per_batch,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,20,src/sentry/options/defaults.py,1220,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/backfill_supergroups_lightweight.py
sentry-apps.disable-paranoia,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3626,,both,NEVER_DELETE,,,,src/sentry/db/models/paranoia.py; tests/jobs/test_delete_soft_deleted_sentry_apps_installs.py; tests/sentry/sentry_apps/models/test_sentryapp.py; tests/sentry/sentry_apps/models/test_sentryappinstallation.py
sentry-apps.disabled-enforcement,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3610,,both,NEVER_DELETE,,,,src/sentry/sentry_apps/api/bases/sentryapps.py; src/sentry/sentry_apps/tasks/sentry_apps.py; tests/sentry/sentry_apps/api/bases/test_disabled_sentry_app.py; tests/sentry/sentry_apps/tasks/test_sentry_apps.py
sentry-apps.expanded-webhook-categories,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,"[
        1",src/sentry/options/defaults.py,3588,,both,NEVER_DELETE,,,,src/sentry/tasks/post_process.py
sentry-apps.hard-delete,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3618,,both,NEVER_DELETE,,,,src/sentry/sentry_apps/models/sentry_app.py; src/sentry/sentry_apps/models/sentry_app_installation.py; tests/jobs/test_delete_soft_deleted_sentry_apps_installs.py; tests/sentry/deletions/test_sentry_app.py; tests/sentry/deletions/test_sentry_app_installations.py
sentry-apps.legacy-webhook-payload-validation.rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3634,,string,NEVER_DELETE,,,,src/sentry/notifications/notification_action/action_handler_registry/webhook_handler.py
sentry-apps.webhook-logging.enabled,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,"{
        ""sentry_app_slug"": []",src/sentry/options/defaults.py,3577,,both,NEVER_DELETE,,,,src/sentry/utils/sentry_apps/webhooks.py; tests/sentry/utils/sentry_apps/test_webhook_timeout.py
sentry-apps.webhook.circuit-breaker.config,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,"{
        ""error_limit_window"": 600",src/sentry/options/defaults.py,2366,,both,NEVER_DELETE,,,,src/sentry/utils/sentry_apps/webhooks.py; tests/sentry/utils/sentry_apps/test_webhooks.py
sentry-apps.webhook.circuit-breaker.dry-run,static/candidate,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2380,,none,SAFE_CANDIDATE,all_peers_used,,,
sentry-apps.webhook.hard-timeout.sec,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5.0,src/sentry/options/defaults.py,2358,,both,NEVER_DELETE,,,,src/sentry/utils/sentry_apps/webhooks.py; tests/sentry/utils/sentry_apps/test_webhook_timeout.py
sentry-apps.webhook.restricted-webhook-sending,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3602,,both,NEVER_DELETE,,,,src/sentry/utils/sentry_apps/webhooks.py; tests/sentry/utils/sentry_apps/test_webhook_timeout.py; tests/sentry/utils/sentry_apps/test_webhooks.py
sentry-apps.webhook.timeout.sec,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,2348,,both,NEVER_DELETE,,,,src/sentry/utils/sentry_apps/webhooks.py; tests/sentry/utils/sentry_apps/test_webhook_timeout.py; tests/sentry/utils/sentry_apps/test_webhooks.py
sentry-metrics.10s-granularity,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1742,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/test_batch.py; tests/sentry/sentry_metrics/test_gen_metrics_multiprocess_steps.py
sentry-metrics.cardinality-limiter.limits.custom.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1721,,none,NEVER_DELETE,,,,
sentry-metrics.cardinality-limiter.limits.generic-metrics.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1735,,none,NEVER_DELETE,,,,
sentry-metrics.cardinality-limiter.limits.profiles.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1728,,none,NEVER_DELETE,,,,
sentry-metrics.cardinality-limiter.limits.sessions.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1707,,none,NEVER_DELETE,,,,
sentry-metrics.cardinality-limiter.limits.spans.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1714,,none,NEVER_DELETE,,,,
sentry-metrics.cardinality-limiter.limits.transactions.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"[
        {""window_seconds"": 3600",src/sentry/options/defaults.py,1700,,none,NEVER_DELETE,,,,
sentry-metrics.drop-percentiles.per-use-case,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1595,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/aggregation_option_registry.py; tests/sentry/sentry_metrics/test_batch.py; tests/sentry/sentry_metrics/test_gen_metrics_multiprocess_steps.py
sentry-metrics.indexer.disable-memcache-replenish-rollout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1548,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/cache.py
sentry-metrics.indexer.disabled-namespaces,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1541,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/consumers/indexer/batch.py; tests/sentry/sentry_metrics/test_batch.py
sentry-metrics.indexer.generic-metrics.schema-validation-rules,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,1570,,string,NEVER_DELETE,,,,src/sentry/sentry_metrics/configuration.py
sentry-metrics.indexer.read-new-cache-namespace,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1555,,string,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/cache.py; tests/sentry/sentry_metrics/test_all_indexers.py; tests/sentry/sentry_metrics/test_indexer_cache.py
sentry-metrics.indexer.reconstruct.enable-orjson,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1585,,string,NEVER_DELETE,,,,src/sentry/sentry_metrics/consumers/indexer/batch.py
sentry-metrics.indexer.release-health.schema-validation-rules,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,1578,,string,NEVER_DELETE,,,,src/sentry/sentry_metrics/configuration.py
sentry-metrics.indexer.write-new-cache-namespace,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1562,,string,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/cache.py; tests/sentry/sentry_metrics/test_all_indexers.py; tests/sentry/sentry_metrics/test_indexer_cache.py
sentry-metrics.releasehealth.abnormal-mechanism-extraction-rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1749,,string,NEVER_DELETE,,,,src/sentry/relay/config/__init__.py; tests/sentry/api/endpoints/test_relay_projectconfigs_v2.py; tests/sentry/relay/test_config.py
sentry-metrics.synchronized-rebalance-delay,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,15,src/sentry/options/defaults.py,1756,,both,NEVER_DELETE,,,,src/sentry/runner/commands/run.py
sentry-metrics.writes-limiter.limits.custom.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1675,,none,NEVER_DELETE,,,,
sentry-metrics.writes-limiter.limits.custom.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1639,,none,NEVER_DELETE,,,,
sentry-metrics.writes-limiter.limits.generic-metrics.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1680,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/limiters/test_writes_limiter.py
sentry-metrics.writes-limiter.limits.generic-metrics.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1644,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/limiters/test_writes_limiter.py
sentry-metrics.writes-limiter.limits.performance.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1650,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/limiters/writes.py
sentry-metrics.writes-limiter.limits.performance.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1614,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/limiters/writes.py
sentry-metrics.writes-limiter.limits.releasehealth.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1670,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/limiters/writes.py
sentry-metrics.writes-limiter.limits.releasehealth.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1634,,both,NEVER_DELETE,,,,src/sentry/sentry_metrics/indexer/limiters/writes.py
sentry-metrics.writes-limiter.limits.sessions.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1660,,none,NEVER_DELETE,,,,
sentry-metrics.writes-limiter.limits.sessions.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1624,,none,NEVER_DELETE,,,,
sentry-metrics.writes-limiter.limits.spans.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1665,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/test_all_indexers.py
sentry-metrics.writes-limiter.limits.spans.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1629,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/test_all_indexers.py
sentry-metrics.writes-limiter.limits.transactions.global,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1655,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/limiters/test_writes_limiter.py
sentry-metrics.writes-limiter.limits.transactions.per-org,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1619,,string,NEVER_DELETE,,,,tests/sentry/sentry_metrics/limiters/test_writes_limiter.py
sentry.demo_mode.sync_debug_artifacts.enable,static/active,Bool,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3396,,both,NEVER_DELETE,,,,src/sentry/demo_mode/tasks.py
sentry.demo_mode.sync_debug_artifacts.source_org_id,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,3402,,both,NEVER_DELETE,,,,src/sentry/demo_mode/tasks.py
sentry.save-event-attachments.project-per-5-minute-limit,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,2000,src/sentry/options/defaults.py,3079,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
sentry.save-event-attachments.project-per-sec-limit,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,100,src/sentry/options/defaults.py,3086,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
