key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
performance.issues.m_n_plus_one_db.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1820,,string,NEVER_DELETE,,,,src/sentry/issue_detection/base.py
performance.issues.n_plus_one_api_calls.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1805,,both,NEVER_DELETE,,,,src/sentry/issue_detection/base.py; tests/acceptance/test_performance_issues.py
performance.issues.n_plus_one_api_calls.total_duration,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,300,src/sentry/options/defaults.py,1937,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.n_plus_one_db.count_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5,src/sentry/options/defaults.py,1842,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.n_plus_one_db.duration_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,50.0,src/sentry/options/defaults.py,1847,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issue_detection/test_performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.n_plus_one_db.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1790,,both,NEVER_DELETE,,,,src/sentry/issue_detection/base.py; src/sentry/testutils/cases.py; tests/acceptance/test_performance_issues.py; tests/sentry/event_manager/test_event_manager.py; tests/sentry/issue_detection/test_performance_detection.py
performance.issues.query_injection.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1835,,string,NEVER_DELETE,,,,src/sentry/issue_detection/base.py
performance.issues.render_blocking_assets.fcp_maximum_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,10000.0,src/sentry/options/defaults.py,1862,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py
performance.issues.render_blocking_assets.fcp_minimum_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,2000.0,src/sentry/options/defaults.py,1857,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py
performance.issues.render_blocking_assets.fcp_ratio_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.33,src/sentry/options/defaults.py,1867,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.render_blocking_assets.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1815,,string,NEVER_DELETE,,,,src/sentry/issue_detection/base.py
performance.issues.render_blocking_assets.size_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,500000,src/sentry/options/defaults.py,1872,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py
performance.issues.slow_db_query.duration_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1000.0,src/sentry/options/defaults.py,1852,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.slow_db_query.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1810,,both,NEVER_DELETE,,,,src/sentry/issue_detection/base.py; src/sentry/testutils/cases.py; tests/sentry/event_manager/test_event_manager.py; tests/snuba/api/endpoints/test_organization_events_trace.py
performance.issues.sql_injection.problem-creation,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1830,,string,NEVER_DELETE,,,,src/sentry/issue_detection/base.py
performance.issues.sql_injection.query_value_length_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,3,src/sentry/options/defaults.py,1942,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py
performance.issues.uncompressed_asset.duration_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,300,src/sentry/options/defaults.py,1922,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.uncompressed_asset.size_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,500 * 1024,src/sentry/options/defaults.py,1917,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.issues.web_vitals.count_threshold,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,10,src/sentry/options/defaults.py,1947,,both,NEVER_DELETE,,,,src/sentry/issue_detection/performance_detection.py; tests/sentry/issues/endpoints/test_project_performance_issue_settings.py
performance.spans-tags-key.max,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1000,src/sentry/options/defaults.py,2022,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_spans_fields.py
performance.spans-tags-values.max,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1000,src/sentry/options/defaults.py,2028,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_spans_fields.py
performance.trace.span_with_errors_ok_status.sample_rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2009,,both,NEVER_DELETE,,,,src/sentry/snuba/trace.py
performance.traces.check_span_extraction_date,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1997,,both,NEVER_DELETE,,,,src/sentry/api/serializers/models/organization.py
performance.traces.pagination.max-iterations,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1,src/sentry/options/defaults.py,1954,,both,NEVER_DELETE,,,,src/sentry/snuba/spans_rpc.py; tests/snuba/api/endpoints/test_organization_trace.py
performance.traces.pagination.max-timeout,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,1966,,both,NEVER_DELETE,,,,src/sentry/snuba/spans_rpc.py; tests/snuba/api/endpoints/test_organization_trace.py
performance.traces.pagination.query-limit,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,10_000,src/sentry/options/defaults.py,1960,,both,NEVER_DELETE,,,,src/sentry/snuba/spans_rpc.py; tests/snuba/api/endpoints/test_organization_trace.py
performance.traces.query_timestamp_projects,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1985,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_events_trace.py
performance.traces.span_query_timebuffer_hours,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,1979,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_events_trace.py
performance.traces.trace-explorer-skip-recent-seconds,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1991,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_traces.py
performance.traces.transaction_query_timebuffer_days,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,1.5,src/sentry/options/defaults.py,1973,,both,NEVER_DELETE,,,,src/sentry/api/utils.py; src/sentry/snuba/trace.py
post-process-forwarder:kafka-headers,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,1352,,both,NEVER_DELETE,,,,src/sentry/eventstream/kafka/dispatch.py
post_process.get-autoassign-owners,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1274,,string,NEVER_DELETE,,,,src/sentry/killswitches.py; src/sentry/tasks/post_process.py
processing.severity-backlog-test.error,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,965,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
processing.severity-backlog-test.timeout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,957,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
profiling.continuous-profiling.chunks-query.size,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,250,src/sentry/options/defaults.py,3101,,both,NEVER_DELETE,,,,src/sentry/profiles/flamegraph.py
profiling.continuous-profiling.chunks-set.size,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,50,src/sentry/options/defaults.py,3095,,both,NEVER_DELETE,,,,src/sentry/profiles/flamegraph.py; src/sentry/profiles/profile_chunks.py
profiling.flamegraph.profile-set.size,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,100,src/sentry/options/defaults.py,2733,,both,NEVER_DELETE,,,,CHANGES; src/sentry/profiles/flamegraph.py
profiling.flamegraph.query.initial_chunk_delta.hours,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,12,src/sentry/options/defaults.py,2742,,both,NEVER_DELETE,,,,src/sentry/profiles/flamegraph.py
profiling.flamegraph.query.max_delta.hours,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,48,src/sentry/options/defaults.py,2751,,both,NEVER_DELETE,,,,src/sentry/profiles/flamegraph.py
profiling.flamegraph.query.multiplier,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,2,src/sentry/options/defaults.py,2759,,both,NEVER_DELETE,,,,src/sentry/profiles/flamegraph.py
profiling.killswitch.ingest-profiles,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2724,,string,NEVER_DELETE,,,,src/sentry/killswitches.py; src/sentry/profiles/consumers/process/factory.py; tests/sentry/profiles/consumers/test_process.py
profiling.profile_metrics.unsampled_profiles.enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2783,,both,NEVER_DELETE,,,,src/sentry/profiles/consumers/process/factory.py; src/sentry/profiles/task.py; src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
profiling.profile_metrics.unsampled_profiles.platforms,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2768,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
profiling.profile_metrics.unsampled_profiles.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2776,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
project-abuse-quota.attachment-item-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1477,,string,NEVER_DELETE,,,,src/sentry/quotas/base.py; tests/getsentry/test_quotas.py; tests/sentry/quotas/test_redis.py
project-abuse-quota.attachment-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1471,,string,NEVER_DELETE,,,,src/sentry/quotas/base.py; tests/getsentry/test_quotas.py; tests/sentry/quotas/test_redis.py
project-abuse-quota.error-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1459,,string,NEVER_DELETE,,,,src/sentry/quotas/base.py; tests/getsentry/test_quotas.py; tests/sentry/quotas/test_redis.py
project-abuse-quota.session-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1483,,string,NEVER_DELETE,,,,src/sentry/quotas/base.py; tests/getsentry/test_quotas.py; tests/sentry/quotas/test_redis.py
project-abuse-quota.span-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1489,,string,NEVER_DELETE,,,,tests/getsentry/test_quotas.py
project-abuse-quota.transaction-limit,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,1465,,string,NEVER_DELETE,,,,tests/getsentry/test_quotas.py
project-abuse-quota.window,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,10,src/sentry/options/defaults.py,1426,,both,NEVER_DELETE,,,,src/sentry/quotas/base.py; tests/sentry/quotas/test_redis.py
provision_organization.override.mapping,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3685,,both,NEVER_DELETE,,,,src/sentry/services/organization/provisioning.py; tests/sentry/core/endpoints/test_organization_index.py
provision_organization.override.rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3691,,string,NEVER_DELETE,,,,src/sentry/services/organization/provisioning.py; tests/sentry/core/endpoints/test_organization_index.py
recovery.disallow-new-enrollment,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,253,,none,NEVER_DELETE,,,,
redis.clusters,static/active,Dict,FLAG_NOSTORE | FLAG_IMMUTABLE,"{""default"": {""hosts"": {0: {""host"": ""127.0.0.1""",src/sentry/options/defaults.py,117,,both,NEVER_DELETE,immutable_flag,,,CHANGES; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; getsentry/testutils/cases.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/data/config/config.yml.default; src/sentry/ratelimits/cardinality.py; src/sentry/runner/initializer.py; src/sentry/testutils/helpers/redis.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/locking/backends/redis.py; src/sentry/utils/redis.py; tests/getsentry/api/test_cron_monitors_count.py; tests/getsentry/api/test_over_member_limit_trial.py; tests/getsentry/test_quotas.py; tests/sentry/buffer/test_redis.py; tests/sentry/hybridcloud/tasks/test_backfill_outboxes.py; tests/sentry/runner/test_initializer.py; tests/sentry/similarity/backends/test_redis.py; tests/sentry/tasks/test_merge.py; tests/sentry/tasks/test_weekly_reports.py; tests/sentry/tsdb/test_redis.py; tests/sentry/utils/test_redis.py; tests/sentry/workflow_engine/buffer/test_redis_hash_sorted_set_buffer.py; tests/snuba/tasks/test_unmerge.py
relay.drop-transaction-attachments,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,585,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py
relay.drop-transaction-metrics,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1321,,string,NEVER_DELETE,,,,src/sentry/killswitches.py; src/sentry/relay/config/__init__.py
relay.eap-outcomes.rollout-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,601,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.eap-span-outcomes.rollout-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,609,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.endpoint-fetch-config.enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,617,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py
relay.invalidation-direct-outside-atomic,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1330,,both,NEVER_DELETE,,,,src/sentry/tasks/relay.py; tests/sentry/tasks/test_relay.py
relay.kafka.span-v2.sample-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,593,,string,NEVER_DELETE,,,,tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.metric-bucket-distribution-encodings,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,1341,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.metric-bucket-set-encodings,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,1340,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.objectstore-attachments.sample-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,632,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.projectconfigs.migration.rollout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,getsentry/models/__init__.py,621,,string,NEVER_DELETE,,,,getsentry/projectconfigs_migration.py
relay.quotas.migration.rollout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,getsentry/models/__init__.py,615,,string,NEVER_DELETE,,,,getsentry/quotas_migration.py; tests/getsentry/test_quotas_migration.py
relay.sessions-eap.rollout-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,625,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.span-normalization.allowed_hosts,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,578,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.span-usage-metric,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1324,,string,NEVER_DELETE,,,,src/sentry/relay/globalconfig.py; tests/sentry/api/endpoints/test_relay_globalconfig_v3.py
relay.static_auth,static/active,inferred,FLAG_NOSTORE,{},src/sentry/options/defaults.py,1317,,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; src/sentry/api/authentication.py; src/sentry/conf/server.py; tests/sentry/api/endpoints/test_relay_register.py; tests/sentry/api/test_authentication.py
release-health.disable-release-last-seen-update,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1301,,both,NEVER_DELETE,,,,src/sentry/release_health/tasks.py; tests/sentry/release_health/test_tasks.py
release-health.monitor-release-adoption-jitter-seconds,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,45 * 60,src/sentry/options/defaults.py,1308,,string,NEVER_DELETE,,,,src/sentry/release_health/tasks.py; tests/sentry/release_health/test_tasks.py
release-health.use-org-and-project-filter,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1294,,both,NEVER_DELETE,,,,src/sentry/release_health/release_monitor/metrics.py; tests/sentry/release_health/release_monitor/__init__.py
releasefile.cache-path,static/active,String,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""/tmp/sentry-releasefile-cache""",src/sentry/options/defaults.py,131,,string,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; self-hosted/config.yml
releases.no_snuba_for_release_creation,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3298,,both,NEVER_DELETE,,,,src/sentry/releases/endpoints/organization_release_details.py; src/sentry/releases/endpoints/project_release_details.py
relocation.autopause,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,2680,,both,NEVER_DELETE,deprecation_note,,,src/sentry/relocation/api/endpoints/index.py; tests/sentry/api/endpoints/test_organization_fork.py; tests/sentry/relocation/api/endpoints/test_index.py
relocation.autopause.saas-to-saas,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,2696,,string,NEVER_DELETE,,,,tests/sentry/api/endpoints/test_organization_fork.py; tests/sentry/relocation/api/endpoints/test_index.py
relocation.autopause.self-hosted,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,2688,,string,NEVER_DELETE,,,,tests/sentry/api/endpoints/test_organization_fork.py; tests/sentry/relocation/api/endpoints/test_index.py
relocation.daily-limit.large,static/active,inferred,FLAG_SCALAR | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2718,,none,NEVER_DELETE,,,,
relocation.daily-limit.medium,static/active,inferred,FLAG_SCALAR | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2711,,string,NEVER_DELETE,,,,tests/sentry/relocation/api/endpoints/test_index.py
relocation.daily-limit.small,static/active,inferred,FLAG_SCALAR | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2703,,string,NEVER_DELETE,,,,tests/sentry/api/endpoints/test_organization_fork.py; tests/sentry/relocation/api/endpoints/test_index.py; tests/sentry/relocation/api/endpoints/test_retry.py
relocation.enabled,static/active,inferred,FLAG_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2661,,both,NEVER_DELETE,,,,getsentry/features.py; src/sentry/relocation/api/endpoints/index.py; src/sentry/relocation/api/endpoints/public_key.py; tests/sentry/api/endpoints/test_organization_fork.py; tests/sentry/relocation/api/endpoints/test_index.py; tests/sentry/relocation/api/endpoints/test_public_key.py; tests/sentry/relocation/api/endpoints/test_retry.py
relocation.selectable-regions,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2671,,both,NEVER_DELETE,,,,src/sentry/web/client_config.py
replay.consumer.enable_new_query_caching_system,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,528,,both,NEVER_DELETE,,,,src/sentry/replays/consumers/recording.py; tests/sentry/replays/consumers/test_recording.py
replay.consumer.msgspec_recording_parser,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,521,,both,NEVER_DELETE,,,,src/sentry/replays/consumers/recording.py
replay.endpoints.project_replay_summary.trace_sample_rate_get,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,540,,both,NEVER_DELETE,,,,src/sentry/replays/endpoints/project_replay_summary.py
replay.endpoints.project_replay_summary.trace_sample_rate_post,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,535,,both,NEVER_DELETE,,,,src/sentry/replays/endpoints/project_replay_summary.py
replay.recording.ingest-trace-items.rollout,static/active,Float,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,514,,both,NEVER_DELETE,,,,src/sentry/replays/usecases/ingest/event_parser.py
replay.replay-video.disabled,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,493,,both,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
replay.replay-video.slug-denylist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,500,,both,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
replay.storage.backend,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,None,src/sentry/options/defaults.py,481,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/replays/lib/storage.py
replay.storage.options,static/active,Dict,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,None,src/sentry/options/defaults.py,486,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/replays/lib/storage.py
replay.viewed-by.project-denylist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,507,,both,NEVER_DELETE,,,,src/sentry/replays/query.py; src/sentry/replays/usecases/query/__init__.py; tests/sentry/replays/endpoints/test_organization_replay_index.py; tests/sentry/replays/endpoints/test_project_replay_viewed_by.py
repository.auto-link-by-name-dry-run,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3743,,both,NEVER_DELETE,,,,src/sentry/integrations/source_code_management/auto_link_repos.py; tests/sentry/integrations/source_code_management/test_auto_link_repos.py; tests/sentry/integrations/source_code_management/test_sync_repos.py
reprocessing2.drop-delete-old-primary-hash,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1373,,string,NEVER_DELETE,,,,src/sentry/killswitches.py; src/sentry/reprocessing2.py
salesforce.webhook-secret,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,79,,string,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/web/salesforce/webhook_handler.py; tests/getsentry/web/salesforce/webhooks/test_provision_request.py
sdk-deprecation.profile-chunk.cocoa,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""8.49.2""",src/sentry/options/defaults.py,3438,,string,NEVER_DELETE,,,,src/sentry/models/projectsdk.py; tests/sentry/profiles/test_task.py
sdk-deprecation.profile-chunk.cocoa.hard,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""8.49.0""",src/sentry/options/defaults.py,3443,,string,NEVER_DELETE,,,,tests/sentry/profiles/test_task.py
sdk-deprecation.profile-chunk.cocoa.reject,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""8.49.2""",src/sentry/options/defaults.py,3448,,string,NEVER_DELETE,,,,tests/sentry/profiles/test_task.py
sdk-deprecation.profile-chunk.python,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""2.24.1""",src/sentry/options/defaults.py,3428,,string,NEVER_DELETE,,,,src/sentry/models/projectsdk.py; tests/sentry/profiles/test_task.py
sdk-deprecation.profile-chunk.python.hard,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""2.24.1""",src/sentry/options/defaults.py,3433,,string,NEVER_DELETE,,,,tests/sentry/profiles/test_task.py
sdk-deprecation.profile.cocoa.reject,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""8.49.2""",src/sentry/options/defaults.py,3453,,string,NEVER_DELETE,,,,tests/sentry/profiles/test_task.py
sdk_http2_experiment.enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3422,,both,NEVER_DELETE,,,,src/sentry/utils/sdk.py
secret-scanning.github.enable-signature-verification,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3306,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/secret_scanning/github.py; tests/sentry/api/endpoints/secret_scanning/test_github.py
